id,project_is_approved
p154850,0.8438
p116757,0.8975
p080932,0.7505
p074445,0.8994
p142125,0.8906
p006057,0.95
p226378,0.5635
p096326,0.567
p215745,0.925
p125924,0.9624
p212112,0.9575
p083206,0.936
p208197,0.812
p024945,0.9004
p081296,0.9624
p170010,0.7104
p202766,0.896
p030310,0.9287
p089828,0.8394
p018497,0.963
p103940,0.949
p208004,0.973
p009711,0.8433
p126522,0.615
p194545,0.97
p238444,0.2122
p224946,0.7266
p099914,0.9478
p146611,0.832
p060469,0.8496
p029111,0.8755
p211742,0.9536
p078771,0.7197
p223177,0.6953
p126111,0.8003
p047518,0.9507
p099964,0.2988
p037604,0.951
p043841,0.485
p182378,0.928
p021065,0.969
p254668,0.8667
p017238,0.947
p210994,0.9814
p072800,0.944
p088063,0.738
p076038,0.907
p127239,0.866
p054326,0.808
p032113,0.827
p129276,0.9585
p242627,0.533
p122350,0.9297
p063394,0.9287
p024343,0.94
p141770,0.9497
p230910,0.9883
p048847,0.8955
p010600,0.8325
p144900,0.5264
p252705,0.9526
p209242,0.8584
p004828,0.932
p011338,0.949
p038108,0.924
p199462,0.9707
p080226,0.9604
p092698,0.9424
p048970,0.9004
p121665,0.926
p063410,0.882
p242564,0.9365
p053037,0.905
p245860,0.9717
p082390,0.98
p124591,0.779
p108643,0.941
p029115,0.696
p248626,0.9824
p218192,0.2136
p257834,0.9155
p096524,0.936
p033706,0.9316
p159212,0.969
p168949,0.9683
p023244,0.949
p231388,0.968
p189968,0.7603
p169025,0.2119
p030519,0.831
p132908,0.6377
p235217,0.7783
p184397,0.834
p220758,0.8965
p104835,0.8213
p242011,0.8315
p086779,0.942
p000948,0.853
p122491,0.9375
p162636,0.8765
p176742,0.913
p043069,0.9663
p085458,0.9297
p150416,0.9683
p192626,0.903
p162233,0.757
p028637,0.836
p099251,0.958
p105221,0.646
p097753,0.9556
p003718,0.9556
p066934,0.9253
p219110,0.859
p173241,0.95
p032544,0.98
p236076,0.7715
p228031,0.8813
p067678,0.9385
p022344,0.784
p229494,0.8765
p182044,0.93
p013008,0.907
p220709,0.866
p152081,0.9434
p133252,0.9707
p203521,0.9014
p236659,0.9478
p082991,0.8286
p070028,0.9673
p000321,0.906
p086855,0.8765
p009299,0.9067
p216664,0.9053
p008114,0.7812
p221185,0.938
p027086,0.9824
p187786,0.97
p031921,0.9443
p178872,0.969
p116934,0.791
p063324,0.9463
p128289,0.928
p097821,0.944
p117249,0.6675
p045221,0.9497
p048760,0.5674
p079104,0.932
p236277,0.5205
p105817,0.753
p017836,0.828
p124732,0.898
p013796,0.9653
p126129,0.902
p075117,0.7085
p225980,0.9297
p175353,0.875
p171455,0.9614
p223735,0.8403
p055881,0.87
p168361,0.897
p197807,0.953
p147365,0.8574
p031372,0.932
p101649,0.7266
p189276,0.9507
p011314,0.95
p159022,0.937
p107840,0.787
p254504,0.9077
p135575,0.9287
p064961,0.9565
p232655,0.854
p072964,0.9277
p066923,0.9473
p149377,0.9624
p174549,0.9795
p194079,0.7446
p233846,0.897
p246237,0.691
p223140,0.573
p158760,0.9536
p238310,0.9297
p123993,0.8647
p225606,0.9126
p007100,0.9395
p148336,0.81
p128282,0.5337
p048176,0.5903
p212099,0.891
p059455,0.9463
p138077,0.971
p130542,0.8906
p080397,0.916
p104618,0.9287
p057700,0.9487
p085767,0.9414
p202279,0.938
p026024,0.744
p184037,0.8745
p214918,0.9453
p145354,0.8623
p180456,0.9346
p146593,0.937
p003454,0.8647
p016308,0.885
p005543,0.704
p020872,0.7573
p222867,0.605
p126690,0.977
p210023,0.947
p221203,0.9517
p046986,0.925
p097244,0.895
p128966,0.8623
p230300,0.9497
p240067,0.959
p246312,0.928
p129340,0.9214
p110581,0.8345
p207067,0.9663
p256091,0.694
p031786,0.962
p014445,0.8647
p184463,0.9736
p098163,0.691
p155321,0.9507
p176628,0.956
p146670,0.965
p154276,0.938
p058062,0.9634
p100579,0.947
p241233,0.6377
p108679,0.8677
p120596,0.865
p050551,0.9346
p143653,0.936
p149112,0.9775
p249885,0.7173
p166325,0.9624
p011589,0.921
p057166,0.498
p174622,0.865
p171396,0.8687
p135330,0.5522
p101674,0.8267
p098340,0.8364
p079166,0.977
p098618,0.909
p250759,0.9785
p067325,0.972
p153776,0.5283
p212324,0.9546
p244511,0.9277
p201517,0.92
p056275,0.7793
p221791,0.944
p003938,0.9297
p078660,0.736
p162979,0.896
p043869,0.8223
p172864,0.8457
p132792,0.9575
p234441,0.7974
p237616,0.907
p184098,0.983
p000351,0.945
p203297,0.945
p148605,0.54
p252258,0.9575
p164274,0.757
p097445,0.901
p083580,0.8696
p028841,0.985
p152370,0.95
p136734,0.901
p160445,0.9507
p043573,0.8364
p227998,0.8296
p260058,0.9775
p211486,0.8076
p243216,0.9126
p165766,0.9775
p109423,0.9136
p029645,0.7646
p210650,0.9434
p226780,0.9575
p170244,0.965
p064134,0.9517
p034274,0.1089
p138041,0.381
p237681,0.8994
p181849,0.906
p020012,0.95
p142112,0.913
p221312,0.956
p192876,0.739
p209284,0.9395
p110914,0.8906
p091495,0.8706
p130425,0.96
p224823,0.6553
p092106,0.863
p220972,0.7134
p177242,0.8804
p195102,0.9253
p062742,0.905
p115954,0.7812
p086828,0.9507
p203067,0.958
p026457,0.6035
p073312,0.52
p136300,0.9233
p028064,0.9546
p102920,0.9585
p119845,0.8755
p221877,0.95
p231426,0.6353
p210275,0.7534
p219260,0.8843
p132853,0.9155
p239484,0.9136
p217430,0.879
p107689,0.6147
p231184,0.948
p188158,0.959
p190137,0.948
p075272,0.7607
p000052,0.9624
p201845,0.9663
p202213,0.932
p192496,0.8726
p127348,0.7915
p004899,0.9556
p072242,0.956
p140313,0.953
p081001,0.9736
p232479,0.8726
p150012,0.952
p049450,0.9775
p238074,0.671
p081999,0.946
p202164,0.649
p222316,0.9346
p090452,0.891
p192468,0.9443
p233186,0.4424
p051322,0.952
p055072,0.8804
p232675,0.949
p252051,0.9395
p198256,0.7383
p255995,0.9395
p116205,0.9297
p075845,0.9604
p090745,0.956
p216303,0.94
p083288,0.9697
p050662,0.8706
p235035,0.848
p133658,0.976
p060112,0.904
p095910,0.46
p080296,0.912
p162061,0.9805
p131114,0.9434
p052887,0.963
p227891,0.8706
p010749,0.897
p089223,0.7725
p183869,0.8823
p070805,0.9336
p050526,0.9253
p144553,0.958
p201423,0.49
p050241,0.9385
p001395,0.843
p179574,0.8105
p186662,0.942
p217399,0.4644
p078113,0.898
p175055,0.9165
p209951,0.748
p158865,0.9175
p161166,0.911
p098952,0.8984
p034240,0.9497
p116551,0.712
p145596,0.3586
p036877,0.873
p073253,0.8813
p065794,0.9478
p025438,0.918
p101575,0.68
p107027,0.974
p198034,0.9644
p087663,0.9204
p107701,0.9634
p131510,0.699
p162938,0.9087
p256352,0.814
p243693,0.8877
p242369,0.2106
p183991,0.97
p232096,0.8716
p076808,0.808
p003175,0.903
p101098,0.986
p229008,0.9155
p252122,0.885
p042715,0.9707
p242508,0.921
p104767,0.963
p016427,0.8213
p094862,0.9683
p023158,0.9253
p012784,0.963
p221792,0.9663
p169712,0.941
p221328,0.9453
p130790,0.967
p079964,0.7495
p003328,0.868
p010303,0.9346
p030008,0.957
p096321,0.932
p242373,0.7246
p159066,0.8857
p208639,0.988
p059496,0.964
p128384,0.882
p165556,0.948
p023080,0.9565
p187252,0.894
p055477,0.3806
p207228,0.557
p089336,0.907
p114741,0.842
p080186,0.961
p157664,0.9194
p032052,0.894
p203781,0.925
p116734,0.7134
p227114,0.8306
p017549,0.834
p149170,0.9634
p144140,0.792
p233268,0.977
p038124,0.8955
p206987,0.776
p172067,0.5815
p129180,0.905
p188340,0.67
p192475,0.975
p139800,0.461
p077612,0.9023
p055653,0.651
p154969,0.892
p068006,0.919
p115947,0.9517
p116081,0.8896
p095660,0.777
p115818,0.9517
p173701,0.9004
p157089,0.9375
p165497,0.9507
p023131,0.9595
p082629,0.921
p184704,0.5234
p201819,0.957
p097253,0.9688
p240888,0.9688
p039661,0.9507
p136680,0.926
p231132,0.8833
p059209,0.907
p166260,0.9736
p108747,0.8184
p148447,0.96
p210249,0.8965
p165371,0.944
p097159,0.955
p040152,0.7856
p190840,0.932
p229553,0.975
p147318,0.9404
p082688,0.5396
p239937,0.934
p103067,0.9087
p139144,0.943
p176140,0.917
p246421,0.7886
p025031,0.8867
p205217,0.959
p022550,0.8345
p126012,0.6094
p000680,0.9814
p184035,0.7314
p150613,0.7456
p129627,0.745
p233278,0.8857
p228932,0.963
p126803,0.912
p238076,0.9766
p031397,0.9634
p069774,0.6235
p242368,0.901
p123712,0.9717
p194179,0.5884
p226424,0.93
p015893,0.4111
p081147,0.694
p147823,0.959
p198839,0.8604
p132472,0.987
p117602,0.93
p243667,0.9727
p015117,0.8716
p175125,0.8066
p069222,0.893
p221682,0.9673
p171142,0.7637
p215275,0.7344
p082996,0.958
p204838,0.9805
p162540,0.926
p092549,0.918
p021618,0.902
p082842,0.924
p150920,0.8115
p088361,0.771
p149270,0.73
p217337,0.3806
p126476,0.969
p211233,0.8413
p217530,0.965
p070711,0.9424
p136625,0.905
p174061,0.929
